Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project description,Project url,Priority,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Affects Version/s,Component/s,Due Date,Votes,Description,Environment,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Attachment,Attachment,Attachment,Attachment,Attachment,Custom field ((backup) External issue ID - old),Custom field ((backup) Integrator),Custom field ((backup) Issue Occurred On),Custom field ((backup) Issue Status Comment),Custom field ((backup) Platform),Custom field ((backup) Root of the problem),Custom field ((backup) Test Type),Custom field ((backup) Test case priority),Custom field ((backup) Type of Issue),Custom field ((backup) Work Type),"Custom field ((tmp, del) Build/s)","Custom field ((tmp, del?) TestCase Link)",Custom field (Account),Custom field (Actual Result),Custom field (Affected Test Cases),Custom field (Affects Build/s),Custom field (Asana link),Custom field (BT Jira ID),Custom field (BT Project),Custom field (Basecamp Link),Custom field (Billable Category),Custom field (Browser),Custom field (Browser / Environment),Custom field (Browser Version),Custom field (Business Unit),Custom field (CQ ID),Custom field (CS Project Coordinator),Custom field (Case Study necessity postpone date),Custom field (Client Device),Custom field (Client Device Version),Custom field (Cloud Version),Custom field (Core issue),Custom field (Created By),Custom field (End Date),Custom field (Epic Link),Custom field (Error Type),Custom field (Expected Result),Custom field (Found by),Custom field (Handled By (SGW Tester)),Custom field (Hardware Version),Custom field (Impact),Custom field (Impacted Areas),Custom field (Importance),Custom field (Iteration),Custom field (Level),Custom field (New Original Estimate),Custom field (Next Step),Custom field (Number of candidates),Custom field (Occurrence),Custom field (Original story points),Custom field (Parent Link),Custom field (Partner Contact),Custom field (Payment Status),Custom field (Planned Efforts (FTE)),Custom field (Priority Level),Custom field (Proxy Required),Custom field (RFX Coordinator),Custom field (Rank),Custom field (Rank (Obsolete)),Custom field (Regional Coordinator),Custom field (Related Cases),Custom field (Reported Version),Custom field (Router),Custom field (SF Case No),Custom field (SGW Jira ID),Custom field (Severity/Importance),Custom field (Solution),Custom field (Start Date),Custom field (Supervisor),Custom field (TVS ID),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Team),Custom field (Team Role),Custom field (TestLink case),Custom field (Time Category),Custom field (Type of engagement),Custom field (URL),Custom field (Wiki Link),Custom field (Wires Link),Custom field (ZendeskID),Custom field (Обеспечение оборудованием),Comment
Get Personal: Home title is displayed Get personal instead of Voice mail,QATC-811793,3482727,Bug,Resolved,QATC,Training Center,software,a.golubovich,,,Major,Fixed,,m.foysal,m.foysal,25/Jul/23 9:07 PM,27/Jul/23 2:18 AM,17/Nov/23 8:49 PM,27/Jul/23 2:18 AM,1.0,Voicemail,,0,"*Steps to reproduce:*
 # Open Get Personal apps
 # Observed the window
 # Get Personal is displayed

*Actual Result:* Home title is displayed Get personal instead of Voice mail

*Expected Result:* The title should be displayed  Voice mail

*Additional Information:* 
 #  This title should be displayed in the payment window
 # When active service is off this title should be displayed 
 # When Quick status is open this title should be displayed
 # When the setting is open this title should be displayed","*OS:* Android, Version 12.0",,,,,,,,Leads and Reporter only,"25/Jul/23 9:07 PM;m.foysal;Voice mail instead of get personal.mp4;https://jira.a1qa.com/secure/attachment/2388567/Voice+mail+instead+of+get+personal.mp4","25/Jul/23 9:04 PM;m.foysal;voice mail payment window.jpg;https://jira.a1qa.com/secure/attachment/2388569/voice+mail+payment+window.jpg","25/Jul/23 9:04 PM;m.foysal;voice mail quick status.jpg;https://jira.a1qa.com/secure/attachment/2388568/voice+mail+quick+status.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,GUI,,,,,,,,,,,,,,,,,,,,,,"0|idgvq7:",9223372036854775807,,,,,,,2-Major,,,,,,,,,,,,,,,,,,
Quick status: Quick status is displayed radio button instead of toggle ,QATC-811783,3482697,Bug,Resolved,QATC,Training Center,software,a.golubovich,,,Major,Fixed,,m.foysal,m.foysal,25/Jul/23 8:50 PM,27/Jul/23 2:18 AM,17/Nov/23 8:49 PM,27/Jul/23 2:18 AM,1.0,Voicemail,,0,"*Steps to reproduce:*
 # Open Ger personal Apps
 # Tap on Quick Status
 # Observed the previously saved status
 # There are radio button

*Actual Result:* Quick status is displayed radio button instead of toggle 
*Expected Result:* Quick status should be displayed toggle button","{*}OS{*}: Android, Version 12.0",,,,,,,,Leads and Reporter only,"25/Jul/23 8:50 PM;m.foysal;Radio button is displayed.mp4;https://jira.a1qa.com/secure/attachment/2388542/Radio+button+is+displayed.mp4",,,,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,GUI,,,,,,,,,,,,,,,,,,,,,,"0|idgvjj:",9223372036854775807,,,,,,,2-Major,,,,,,,,,,,,,,,,,,
Quick status: Delete status button does not delete the status when taping on it,QATC-811781,3482694,Bug,Resolved,QATC,Training Center,software,a.golubovich,,,Major,Fixed,,m.foysal,m.foysal,25/Jul/23 8:43 PM,27/Jul/23 2:16 AM,17/Nov/23 8:49 PM,27/Jul/23 2:16 AM,1.0,Voicemail,,0,"*Steps to reproduce:*
 # Open Get Personal Apps
 # Tap on Quick status
 # Tap on Hello
 # Tap on Delete Status
 # Observed the result

*Actual Result:* Delete status button does not delete the status when taping on it

*Expected Result:* Delete status button should delete the Quick status when Tapping on it.","*OS:* Android, Version 12.0",,,,,,,,Leads and Reporter only,"25/Jul/23 8:43 PM;m.foysal;delete status button is not working.mp4;https://jira.a1qa.com/secure/attachment/2388537/delete+status+button+is+not+working.mp4","25/Jul/23 8:43 PM;m.foysal;delete status button is not working.txt;https://jira.a1qa.com/secure/attachment/2388536/delete+status+button+is+not+working.txt",,,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,Functional,,,,,,,,,,,,,,,,,,,,,,"0|idgviv:",9223372036854775807,,,,,,,3-Average,,,,,,,,,,,,,,,,,,
Greeting: Create new Greeting: Greeting can be saved when media permission is denied,QATC-811775,3482681,Bug,Resolved,QATC,Training Center,software,a.golubovich,,,Major,Fixed,,m.foysal,m.foysal,25/Jul/23 8:30 PM,27/Jul/23 2:16 AM,17/Nov/23 8:49 PM,27/Jul/23 2:16 AM,1.0,Voicemail,,0,"*Steps to reproduce:*
 # Open Get personal Apps
 # Tap on Greetings
 # Tap on Create new Greeting
 # Tap on Record icon
 # Tap on check mark button
 # Fill the title 
 # Tap on Save
 # Observed the result

*Actual Result:* Greeting can be saved when media permission is denied

*Expected Result:* Greeting can't be saved when media permission is denied. A pop up window should be displayed allow media and files permissions

*Additional Information:* This issue same for the Qucick Status Cerate new Status","*OS:* Android, Version 12.0",,,,,,,,Leads and Reporter only,"25/Jul/23 8:29 PM;m.foysal;create greeting can be saved with out media permission.mp4;https://jira.a1qa.com/secure/attachment/2388525/create+greeting+can+be+saved+with+out+media+permission.mp4","25/Jul/23 8:29 PM;m.foysal;create greeting can be saved with out media permission.txt;https://jira.a1qa.com/secure/attachment/2388524/create+greeting+can+be+saved+with+out+media+permission.txt",,,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,Functional,,,,,,,,,,,,,,,,,,,,,,"0|idgvfz:",9223372036854775807,,,,,,,2-Major,,,,,,,,,,,,,,,,,,
Greeting: New 1: Meeting Greeting: Select recipient switch to contact page and display previously total selected contact when contact permission is denied,QATC-811719,3482487,Bug,Open,QATC,Training Center,software,a.golubovich,,,Major,,,m.foysal,m.foysal,25/Jul/23 6:08 PM,25/Jul/23 6:08 PM,17/Nov/23 8:49 PM,,1.0,Voicemail,,0,"*Steps to reproduce:*
 # Open Get personal Apps
 # Tap on Greeting
 # Tap on New 1
 # Tap on Select a recipient
 # Observed the result

*Actual Result:* Select recipient switch to contact page and display previously total selected contact when contact permission is denied

*Expected Result:* Select recipient displayed a pop up message Allow contact permission when tap on it.","*OS:* Android, Version 12.0",,,,,,,,Leads and Reporter only,"25/Jul/23 6:07 PM;m.foysal;contact permission is dined.mp4;https://jira.a1qa.com/secure/attachment/2388382/contact+permission+is+dined.mp4","25/Jul/23 6:07 PM;m.foysal;contact permission is dined.txt;https://jira.a1qa.com/secure/attachment/2388381/contact+permission+is+dined.txt",,,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,Functional,,,,,,,,,,,,,,,,,,,,,,"0|idgu9j:",9223372036854775807,,,,,,,2-Major,,,,,,,,,,,,,,,,,,
Greetings: Create new Greeting: Recording is possible when Microphone and files and media permission is denied,QATC-811711,3482474,Bug,Resolved,QATC,Training Center,software,a.golubovich,,,Major,Fixed,,m.foysal,m.foysal,25/Jul/23 5:55 PM,27/Jul/23 2:15 AM,17/Nov/23 8:49 PM,27/Jul/23 2:15 AM,1.0,Voicemail,,0,"*Steps to reproduce:*
 # Open Get personal apps
 # Tap on Greetings
 # Tap on Create new greetings
 # Tap on record icon
 # Observed the result

*Actual Result:* Recording is possible when Microphone and files and media permission is denied

*Expected Result:* A popup window should be displayed ( Microphone and Files and media_) allow permission.

*Additional information:* This issue is the same for the Quick status creating time","*OS:* Android, Version 12.0",,,,,,,,Leads and Reporter only,"25/Jul/23 5:54 PM;m.foysal;record without permission.mp4;https://jira.a1qa.com/secure/attachment/2388359/record+without+permission.mp4","25/Jul/23 5:54 PM;m.foysal;record without permission.txt;https://jira.a1qa.com/secure/attachment/2388358/record+without+permission.txt",,,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,Functional,,,,,,,,,,,,,,,,,,,,,,"0|idgu6n:",9223372036854775807,,,,,,,2-Major,,,,,,,,,,,,,,,,,,
Greetings:New1: The greeting is also saved when the title name is empty,QATC-811708,3482465,Bug,Resolved,QATC,Training Center,software,a.golubovich,,,Major,Fixed,,m.foysal,m.foysal,25/Jul/23 5:41 PM,27/Jul/23 2:15 AM,17/Nov/23 8:49 PM,27/Jul/23 2:15 AM,1.0,Voicemail,,0,"*Steps to* *reproduce:*
 # Open Get Personal Apps
 # Tap on Greetings
 # Tap on New 1
 # Empty the title
 # Tap on Saved button
 # Observed the result

*Actual Result:* The greeting is also saved when the title name is empty

*Expected Result:* The Greeting should not be saved without title. A pop up message will be displayed please enter a title.

*Additional Information:* This issue is same for Quick Status ","*OS:* Android, Version 12.0",,,,,,,,Leads and Reporter only,"25/Jul/23 5:40 PM;m.foysal;without title.mp4;https://jira.a1qa.com/secure/attachment/2388354/without+title.mp4","25/Jul/23 5:40 PM;m.foysal;without title.txt;https://jira.a1qa.com/secure/attachment/2388353/without+title.txt",,,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,Functional,,,,,,,,,,,,,,,,,,,,,,"0|idgu4n:",9223372036854775807,,,,,,,3-Average,,,,,,,,,,,,,,,,,,"25/Jul/23 5:43 PM;m.foysal;h3. Greetings:New4: The greeting is also saved when the title name is empty

*Steps to* *reproduce:*
 # 
h4. Open Get Personal Apps

 # 
h4. Tap on Greetings

 # 
h4. Tap on New 4

 # 
h4. Empty the title

 # 
h4. Tap on Saved button

 # 
h4. Observed the result;;;"
Greetings: Get Personal: New Recording time When tapping on the back button it returns to the Greeting window with out display any pop up message,QATC-811703,3482435,Bug,To Be Reformulated,QATC,Training Center,software,a.golubovich,,,Major,,,m.foysal,m.foysal,25/Jul/23 5:07 PM,27/Jul/23 6:36 PM,17/Nov/23 8:49 PM,,1.0,Voicemail,,0,"*Steps to reproduce:*
 # Open Get Personal App
 # Tap on Greetings
 # Tap on creating new Greetings
 # Tap on the recording icon
 # Tap on system navigation or app back button
 # Observed the result

*Actual Result:* New Recording time When tapping on the back button it returns to the Greeting window with out display any pop up message

*Expected Result:* New recording time when tapping on the back button a popup message should be displayed. like are you save this record or discard this record.

*Additional Information:* This issue is same for Quick status recording time","*OS:* Android, Version 12.0",,,,,,,,Leads and Reporter only,"25/Jul/23 5:07 PM;m.foysal;recording time no pop up message.mp4;https://jira.a1qa.com/secure/attachment/2388332/recording+time+no+pop+up+message.mp4","25/Jul/23 5:06 PM;m.foysal;recording time no pop up message.txt;https://jira.a1qa.com/secure/attachment/2388331/recording+time+no+pop+up+message.txt",,,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,Functional,,,,,,,,,,,,,,,,,,,,,,"0|idgtyv:",9223372036854775807,,,,,,,2-Major,,,,,,,,,,,,,,,,,,"27/Jul/23 6:36 PM;m.foysal;*Summary:* The back button returns to the Greeting window without pop-up messages when the recording is ongoing;;;"
"Greetings: The record is still playing when playing a record in the ""Greeting"" window and switches to the ""Quick status"" window",QATC-811696,3482401,Bug,Resolved,QATC,Training Center,software,a.golubovich,,,Major,Fixed,,m.foysal,m.foysal,25/Jul/23 4:53 PM,27/Jul/23 2:13 AM,17/Nov/23 8:49 PM,27/Jul/23 2:13 AM,1.0,Voicemail,,0,"*Steps to reproduce:*
 # Open Get Personal Apps
 # Click on Greetings
 # Play any greetings
 # Switch the window to Quick status
 # Observed the result
 # Recording is still playing

*Actual Result:* The record is still playing when playing a record in the ""Greeting"" window and switches to the ""Quick status"" window

*Expected Result:* The record should be stopped or paused when switching the window.

*Additional Information:* This issue is the same for the Quick Status","*OS:* Android, Version 12.0",,,,,,,,Leads and Reporter only,"25/Jul/23 4:52 PM;m.foysal;record playing when change the window.mp4;https://jira.a1qa.com/secure/attachment/2388321/record+playing+when+change+the+window.mp4","25/Jul/23 4:52 PM;m.foysal;record playing when change the window.txt;https://jira.a1qa.com/secure/attachment/2388320/record+playing+when+change+the+window.txt",,,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,Functional,,,,,,,,,,,,,,,,,,,,,,"0|idgtrj:",9223372036854775807,,,,,,,2-Major,,,,,,,,,,,,,,,,,,
Greetings: Multiple records are playing at a time when tapping on multiple play button,QATC-811694,3482389,Bug,Resolved,QATC,Training Center,software,a.golubovich,,,Major,Fixed,,m.foysal,m.foysal,25/Jul/23 4:43 PM,27/Jul/23 2:12 AM,17/Nov/23 8:49 PM,27/Jul/23 2:12 AM,1.0,Voicemail,,0,"*Steps to reproduce:*
 # Open Ger Personal Apps
 # Click on Greeting 
 # Tap on the play button on multiple pre-recorded greeting
 # Observed the result

*Actual Result:* Multiple records are playing at a time when tapping on multiple play button

*Expected Result:* Only one record can be played at a time

*Additional Information:* This issue is the same for Quick status.","*OS:* Android, Version 12.0",,,,,,,,Leads and Reporter only,"25/Jul/23 4:43 PM;m.foysal;Multiple record can be played 1.mp4;https://jira.a1qa.com/secure/attachment/2388304/Multiple+record+can+be+played+1.mp4","25/Jul/23 4:40 PM;m.foysal;Multiple record can be played.mp4;https://jira.a1qa.com/secure/attachment/2388306/Multiple+record+can+be+played.mp4","25/Jul/23 4:40 PM;m.foysal;Multiple record can be played.txt;https://jira.a1qa.com/secure/attachment/2388305/Multiple+record+can+be+played.txt",,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,Functional,,,,,,,,,,,,,,,,,,,,,,"0|idgtp3:",9223372036854775807,,,,,,,2-Major,,,,,,,,,,,,,,,,,,
Get Personal: Settings: Selecting 10  number for Time before greeting when back to the get personal page and then opened the setting window it’s changed to 5,QATC-811690,3482383,Bug,To Be Reformulated,QATC,Training Center,software,a.golubovich,,,Major,,,m.foysal,m.foysal,25/Jul/23 4:33 PM,27/Jul/23 6:39 PM,17/Nov/23 8:49 PM,,1.0,Voicemail,,0,"*Steps to reproduce:*
 # Open Get Personal Apps
 # Tap on menu bar top of the right side
 # Tap on setting
 # Tap on time before greeting 
 # Change 5 to 10
 # Back to  Get personal window
 # steps 2 to 3 again 
 # Observed the result

*Actual Result:* Selecting 10  number for Time before greeting when back to the get personal page and then opened the setting window it’s changed to 5

*Expected Result:* Selecting number should be same time before greeting when back to the get personal page and then opened the setting window ","*OS:* Android, Version 12.0",,,,,,,,Leads and Reporter only,"25/Jul/23 4:33 PM;m.foysal;Time before Greeting.mp4;https://jira.a1qa.com/secure/attachment/2388298/Time+before+Greeting.mp4","25/Jul/23 4:33 PM;m.foysal;Time before Greeting.txt;https://jira.a1qa.com/secure/attachment/2388297/Time+before+Greeting.txt",,,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,Functional,,,,,,,,,,,,,,,,,,,,,,"0|idgtnr:",9223372036854775807,,,,,,,2-Major,,,,,,,,,,,,,,,,,,"27/Jul/23 6:39 PM;m.foysal;*Summary:* Time before greeting setecting numbers is not saved when back to the setting window ;;;"
Get Personal: Settings: The Purchase option is not working when tapping on it,QATC-811686,3482377,Bug,Resolved,QATC,Training Center,software,a.golubovich,,,Major,Fixed,,m.foysal,m.foysal,25/Jul/23 4:23 PM,27/Jul/23 2:10 AM,17/Nov/23 8:49 PM,27/Jul/23 2:10 AM,1.0,Voicemail,,0,"*Steps to reproduce:*
 # Open Get Personal Apps
 # Click Menu ban top of the right corner
 # Click on Setting
 # Tap on Purchase
 # Observed the Result

*Actual Result:* The purchase option is not working when tapping on it

*Expected Result:* The purchase option should be redirected to the purchase page

 ","*OS:* Android, Version 12.0",,,,,,,,Leads and Reporter only,"26/Jul/23 9:12 PM;m.foysal;Purchase option when open the apps first time.mp4;https://jira.a1qa.com/secure/attachment/2389099/Purchase+option+when+open+the+apps+first+time.mp4","25/Jul/23 4:23 PM;m.foysal;Purchase option.mp4;https://jira.a1qa.com/secure/attachment/2388288/Purchase+option.mp4","25/Jul/23 4:23 PM;m.foysal;Purchase option.txt;https://jira.a1qa.com/secure/attachment/2388287/Purchase+option.txt","25/Jul/23 4:23 PM;m.foysal;Purchase Page.jpg;https://jira.a1qa.com/secure/attachment/2388286/Purchase+Page.jpg","26/Jul/23 9:13 PM;m.foysal;use for free 2 weeks.mp4;https://jira.a1qa.com/secure/attachment/2389102/use+for+free+2+weeks.mp4",,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,Functional,,,,,,,,,,,,,,,,,,,,,,"0|idgtmf:",9223372036854775807,,,,,,,2-Major,,,,,,,,,,,,,,,,,,"26/Jul/23 9:14 PM;m.foysal;*Additional information:* 
 # when the first time open the app also purchase option is not redirected to the payment or purchase page. It's opens the Greetings window when Tap on it.
 # Also ""Free for two weeks"" link in not working
 # [^Purchase option when open the apps first time.mp4]
 # [^use for free 2 weeks.mp4];;;"
Greetings: Duplicate name is accepted when creating a new greeting ,QATC-811591,3482125,Bug,Resolved,QATC,Training Center,software,a.golubovich,,,Major,Fixed,,m.foysal,m.foysal,25/Jul/23 12:26 AM,27/Jul/23 2:02 AM,17/Nov/23 8:49 PM,27/Jul/23 2:02 AM,1.0,Voicemail,,0,"*Steps to reproduce:*
 # Open Get Personal apps
 # Tap on Greeting
 # Create a new greeting with the existing title
 # Save it
 # Observed the result

*Actual Result:* Duplicate name is accepted when creating a new greeting 

*Expected Result:* Duplicate names should not be accepted for new greeting

*Additional Information:* This issue is the same for the Quick status","*OS:* Android, Version 12.0",,,,,,,,Leads and Reporter only,"25/Jul/23 12:24 AM;m.foysal;duplicate greeting.mp4;https://jira.a1qa.com/secure/attachment/2388109/duplicate+greeting.mp4",,,,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,GUI,,,,,,,,,,,,,,,,,,,,,,"0|idgs4f:",9223372036854775807,,,,,,,3-Average,,,,,,,,,,,,,,,,,,
Greetings: Get Personal: Spamming on the pause and recording button returns to the greeting page,QATC-811565,3482050,Bug,Open,QATC,Training Center,software,a.golubovich,,,Major,,,m.foysal,m.foysal,24/Jul/23 11:10 PM,24/Jul/23 11:10 PM,17/Nov/23 8:48 PM,,1.0,Voicemail,,0,"*Steps to reproduce:*
 # Open Get personal app
 # Tap op Greeting
 # Tap on create new greeting
 # Tap on Start record icon
 # Then spamming on the pause and start the record button
 # Observed the result

*Actual Result:* Spamming on the pause and recording button returns to the greeting page

{*}Expected Result{*}: The pause and record buttons should be working after spamming ","*OS:* Android, Version 12.0",,,,,,,,Leads and Reporter only,"24/Jul/23 11:10 PM;m.foysal;Spamming on the paused and play button.mp4;https://jira.a1qa.com/secure/attachment/2388059/Spamming+on+the+paused+and+play+button.mp4","24/Jul/23 11:10 PM;m.foysal;Spamming on the paused and play button.txt;https://jira.a1qa.com/secure/attachment/2388058/Spamming+on+the+paused+and+play+button.txt",,,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,Functional,,,,,,,,,,,,,,,,,,,,,,"0|idgron:",9223372036854775807,,,,,,,2-Major,,,,,,,,,,,,,,,,,,
