Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project description,Project url,Priority,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Affects Version/s,Component/s,Due Date,Votes,Description,Environment,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Attachment,Attachment,Attachment,Attachment,Attachment,Custom field ((backup) External issue ID - old),Custom field ((backup) Integrator),Custom field ((backup) Issue Occurred On),Custom field ((backup) Issue Status Comment),Custom field ((backup) Platform),Custom field ((backup) Root of the problem),Custom field ((backup) Test Type),Custom field ((backup) Test case priority),Custom field ((backup) Type of Issue),Custom field ((backup) Work Type),"Custom field ((tmp, del) Build/s)","Custom field ((tmp, del?) TestCase Link)",Custom field (Account),Custom field (Actual Result),Custom field (Affected Test Cases),Custom field (Affects Build/s),Custom field (Asana link),Custom field (BT Jira ID),Custom field (BT Project),Custom field (Basecamp Link),Custom field (Billable Category),Custom field (Browser),Custom field (Browser / Environment),Custom field (Browser Version),Custom field (Business Unit),Custom field (CQ ID),Custom field (CS Project Coordinator),Custom field (Case Study necessity postpone date),Custom field (Client Device),Custom field (Client Device Version),Custom field (Cloud Version),Custom field (Core issue),Custom field (Created By),Custom field (End Date),Custom field (Epic Link),Custom field (Error Type),Custom field (Expected Result),Custom field (Found by),Custom field (Handled By (SGW Tester)),Custom field (Hardware Version),Custom field (Impact),Custom field (Impacted Areas),Custom field (Importance),Custom field (Iteration),Custom field (Level),Custom field (New Original Estimate),Custom field (Next Step),Custom field (Number of candidates),Custom field (Occurrence),Custom field (Original story points),Custom field (Parent Link),Custom field (Partner Contact),Custom field (Payment Status),Custom field (Planned Efforts (FTE)),Custom field (Priority Level),Custom field (Proxy Required),Custom field (RFX Coordinator),Custom field (Rank),Custom field (Rank (Obsolete)),Custom field (Regional Coordinator),Custom field (Related Cases),Custom field (Reported Version),Custom field (Router),Custom field (SF Case No),Custom field (SGW Jira ID),Custom field (Severity/Importance),Custom field (Solution),Custom field (Start Date),Custom field (Supervisor),Custom field (TVS ID),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Team),Custom field (Team Role),Custom field (TestLink case),Custom field (Time Category),Custom field (Type of engagement),Custom field (URL),Custom field (Wiki Link),Custom field (Wires Link),Custom field (ZendeskID),Custom field (Обеспечение оборудованием),Comment
Greetings: The toggle is off when the active greeting is hidden by the header,QATC-811559,3482037,Bug,Resolved,QATC,Training Center,software,a.golubovich,,,Major,Fixed,,m.foysal,m.foysal,24/Jul/23 10:54 PM,27/Jul/23 2:09 AM,17/Nov/23 8:49 PM,27/Jul/23 2:09 AM,1.0,Voicemail,,0,"*Steps to reproduce:*
 # Open Get personal Apps
 # Tap on Greetings
 # Toggle on previously saved some greetings
 # Scroll up and down 
 # Observed the Result
 # All toggle is Off

*Actual Result:* The toggle is off when the active greeting is hidden by the header

*Expected Result:* The toggle should be active when the greeting is hidden by the header","*OS:* Android, Version 12.0",,,,,,,,Leads and Reporter only,"24/Jul/23 10:54 PM;m.foysal;toggle is deactive.mp4;https://jira.a1qa.com/secure/attachment/2388049/toggle+is+deactive.mp4","24/Jul/23 10:54 PM;m.foysal;toggle is deactive.txt;https://jira.a1qa.com/secure/attachment/2388048/toggle+is+deactive.txt",,,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,Functional,,,,,,,,,,,,,,,,,,,,,,"0|idgrlz:",9223372036854775807,,,,,,,2-Major,,,,,,,,,,,,,,,,,,
Greetings: No progress bar is displayed under the greetings when playing the greetings,QATC-811555,3482032,Bug,Resolved,QATC,Training Center,software,a.golubovich,,,Major,Fixed,,m.foysal,m.foysal,24/Jul/23 10:35 PM,27/Jul/23 2:08 AM,17/Nov/23 8:49 PM,27/Jul/23 2:08 AM,1.0,Voicemail,,0,"*Steps to reproduce:*
 # Open Get Personal Apps
 # Tap on any previously recorded play button
 # Observed the result
 # There is no progress bas under the Greeting

*Actual Result:* No progress bar is displayed under the greetings when playing the greetings

*Expected Result:* The progress bar should be displayed under the playing greetings

*Additional Information:* This issue is the same for Quick status no progress bar is displayed when tapping on the play button under the status","*OS:* Android, Version 12.0",,,,,,,,Leads and Reporter only,"24/Jul/23 10:32 PM;m.foysal;Greeting under progress bar.jpg;https://jira.a1qa.com/secure/attachment/2388039/Greeting+under+progress+bar.jpg","24/Jul/23 10:32 PM;m.foysal;No progress bar is displayed.mp4;https://jira.a1qa.com/secure/attachment/2388041/No+progress+bar+is+displayed.mp4","24/Jul/23 10:32 PM;m.foysal;No progress bar is displayed.txt;https://jira.a1qa.com/secure/attachment/2388040/No+progress+bar+is+displayed.txt",,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,GUI,,,,,,,,,,,,,,,,,,,,,,"0|idgrl3:",9223372036854775807,,,,,,,2-Major,,,,,,,,,,,,,,,,,,
Greeting: Meeting Greeting: Select Recepient: Selecting numbers becomes unselected when tap on navigation back button and scrolling ups and down,QATC-811552,3482023,Bug,Open,QATC,Training Center,software,a.golubovich,,,Major,,,m.foysal,m.foysal,24/Jul/23 10:16 PM,24/Jul/23 10:16 PM,17/Nov/23 8:49 PM,,1.0,Voicemail,,0,"*Steps to reproduce:*
 # Open Get Personal apps
 # Tap on Meeting Greeting
 # Tap on Select recipient
 # Tap on navigation back button 
 # Scrolling up and down
 # Observed the result

*Actual Result:* Selecting numbers becomes unselected when tap on navigation back button and scrolling ups and down

*Expected Result:* Selecting numbers should be selectable when tap on navication back button and scroll up and down","*OS:* Android, Version 12.0",,,,,,,,Leads and Reporter only,"24/Jul/23 10:16 PM;m.foysal;Selecting numbers become unselectable.mp4;https://jira.a1qa.com/secure/attachment/2388034/Selecting+numbers+become+unselectable.mp4","24/Jul/23 10:16 PM;m.foysal;Selecting numbers become unselectable.txt;https://jira.a1qa.com/secure/attachment/2388033/Selecting+numbers+become+unselectable.txt",,,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,Functional,,,,,,,,,,,,,,,,,,,,,,"0|idgrj3:",9223372036854775807,,,,,,,2-Major,,,,,,,,,,,,,,,,,,
Greeting: New 1: Select Recepient: The check button is active when no contact is selected,QATC-811549,3482013,Bug,Open,QATC,Training Center,software,a.golubovich,,,Major,,,m.foysal,m.foysal,24/Jul/23 10:06 PM,24/Jul/23 10:06 PM,17/Nov/23 8:49 PM,,1.0,Voicemail,,0,"*Steps to reproduce:*
 # Open Get personal app
 # Tap on New 1
 # Tap on select recipient
 # Select a contact and unselect this contact
 # Observed the check mark
 # It is also active

*Actual Result:* The check button is active when no contact is selected

{*}Expected Result{*}: The check button should be disabled when no contact is selected","*OS:* Android, Version 12.0",,,,,,,,Leads and Reporter only,"24/Jul/23 10:06 PM;m.foysal;check mark is also active when no contact in select.mp4;https://jira.a1qa.com/secure/attachment/2388030/check+mark+is+also+active+when+no+contact+in+select.mp4","24/Jul/23 10:06 PM;m.foysal;check mark is also active when no contact in select.txt;https://jira.a1qa.com/secure/attachment/2388029/check+mark+is+also+active+when+no+contact+in+select.txt",,,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,Functional,,,,,,,,,,,,,,,,,,,,,,"0|idgrgv:",9223372036854775807,,,,,,,3-Average,,,,,,,,,,,,,,,,,,
Greeting: New 1: Select Recepient:  Select and unselect a contact search bar and the close button are disappeared,QATC-811545,3481987,Bug,Open,QATC,Training Center,software,a.golubovich,,,Major,,,m.foysal,m.foysal,24/Jul/23 9:44 PM,24/Jul/23 9:44 PM,17/Nov/23 8:48 PM,,1.0,Voicemail,,0,"*Steps to reproduce:*
 # Open Get Personal App
 # Tap on New 1
 # Tap on select recipient
 # Select any contact
 # Unselect this contact
 # Observed the result

*Actual Result:* Select and unselect a contact search bar and the close button are disappeared

*Expected Result:* The search bar should be displayed when selecting and unselect  a contact","*OS:* Android, Version 12.0",,,,,,,,Leads and Reporter only,"24/Jul/23 9:44 PM;m.foysal;Select and unselect a contact.mp4;https://jira.a1qa.com/secure/attachment/2388025/Select+and+unselect+a+contact.mp4","24/Jul/23 9:44 PM;m.foysal;Select and unselect a contact.txt;https://jira.a1qa.com/secure/attachment/2388024/Select+and+unselect+a+contact.txt",,,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,Functional,,,,,,,,,,,,,,,,,,,,,,"0|idgrb3:",9223372036854775807,,,,,,,3-Average,,,,,,,,,,,,,,,,,,
Greeting: New 1: Select Recepient:  Contact name is hidden by number when name contain 29 characters,QATC-811543,3481980,Bug,Open,QATC,Training Center,software,a.golubovich,,,Major,,,m.foysal,m.foysal,24/Jul/23 9:35 PM,24/Jul/23 9:35 PM,17/Nov/23 8:49 PM,,1.0,Voicemail,,0,"*Steps to reproduce:*
 # Open Get Personal app
 # Tap on New 1
 # Tap on select recipient
 # Scroll down the contact list
 # Observed the result

*Actual Result:* Contact name is hidden by number when name contain 29 characters

*Expected Result:* The contact name should be displayed properly ","*OS:* Android, Version 12.0",,,,,,,,Leads and Reporter only,"24/Jul/23 9:35 PM;m.foysal;29 charecter.jpg;https://jira.a1qa.com/secure/attachment/2388016/29+charecter.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,GUI,,,,,,,,,,,,,,,,,,,,,,"0|idgr9j:",9223372036854775807,,,,,,,4-Minor,,,,,,,,,,,,,,,,,,
Greeting: New 1: Select Recipient: Contact image is displayed small size and the contact name is hidden by numbers,QATC-811541,3481976,Bug,Resolved,QATC,Training Center,software,a.golubovich,,,Major,Fixed,,m.foysal,m.foysal,24/Jul/23 9:25 PM,27/Jul/23 2:04 AM,17/Nov/23 8:49 PM,27/Jul/23 2:04 AM,1.0,Voicemail,,0,"*Steps to reproduce:*
 # Open Get Personal apps
 # Tap on New 1
 # Tap on Select recipient
 # Observed the contact list by scrolling

*Actual Result:* Contact image is displayed small size and the contact name is hidden by numbers

*Expected Result:* The contact image should be displayed properly also name should be visible clearly.","*OS:* Android, Version 12.0",,,,,,,,Leads and Reporter only,"24/Jul/23 9:24 PM;m.foysal;contact icon is small.mp4;https://jira.a1qa.com/secure/attachment/2388008/contact+icon+is+small.mp4",,,,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,GUI,,,,,,,,,,,,,,,,,,,,,,"0|idgr8n:",9223372036854775807,,,,,,,3-Average,,,,,,,,,,,,,,,,,,
Greeting: New 1: Select Recepient: Searching by alphabet display all name that contains this alphabet instead of which name is started by this alphabet,QATC-811538,3481970,Bug,Resolved,QATC,Training Center,software,a.golubovich,,,Major,Fixed,,m.foysal,m.foysal,24/Jul/23 9:14 PM,27/Jul/23 1:57 AM,17/Nov/23 8:49 PM,27/Jul/23 1:57 AM,1.0,Voicemail,,0,"*Steps to reproduce:*
 # Open the Get Personal app
 # Tap on the New 1
 # Tap on Select Recipient
 # Tap on the search bar
 # Input any contact First alphabet
 # Observed the result

*Actual Result:* Searching by alphabet display all name that contains this alphabet instead of which name is started by this alphabet.

*Expected Result:* Searching by alphabet should display all names starting with this alphabet.","*OS:* Android, Version 12.0",,,,,,,,Leads and Reporter only,"24/Jul/23 9:14 PM;m.foysal;searching by alphabet.mp4;https://jira.a1qa.com/secure/attachment/2388004/searching+by+alphabet.mp4","24/Jul/23 9:14 PM;m.foysal;searching by alphabet.txt;https://jira.a1qa.com/secure/attachment/2388003/searching+by+alphabet.txt",,,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,Functional,,,,,,,,,,,,,,,,,,,,,,"0|idgr7b:",9223372036854775807,,,,,,,3-Average,,,,,,,,,,,,,,,,,,
Greeting: Meeting Greeting: The save button is disabled when unselecting all repeat days that are saved before,QATC-811506,3481819,Bug,Resolved,QATC,Training Center,software,a.golubovich,,,Major,Fixed,,m.foysal,m.foysal,24/Jul/23 6:45 PM,27/Jul/23 1:57 AM,17/Nov/23 8:49 PM,27/Jul/23 1:57 AM,1.0,Voicemail,,0,"*Steps to reproduce:*
 # Open the Get Personal app
 # Tab on any previously saved greetings
 # Unselect all repeat day
 # Try to save 
 # Observed the day picker window
 # The save button is disabled

*Actual Result:* The save button is disabled when unselecting all repeat days that are saved before

*Expected Result:* The save button should be active when unselecting all the repeat days.","*OS:* Android, Version 12.0",,,,,,,,Leads and Reporter only,"24/Jul/23 6:45 PM;m.foysal;Repeat day unselectable.mp4;https://jira.a1qa.com/secure/attachment/2387885/Repeat+day+unselectable.mp4","24/Jul/23 6:45 PM;m.foysal;Repeat day unselectable.txt;https://jira.a1qa.com/secure/attachment/2387884/Repeat+day+unselectable.txt",,,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,Functional,,,,,,,,,,,,,,,,,,,,,,"0|idgqav:",9223372036854775807,,,,,,,2-Major,,,,,,,,,,,,,,,,,,"24/Jul/23 6:49 PM;m.foysal;*Steps to reproduce:*
 # Open the Get Personal app
 # Tab on Meeting Greeting
 # Unselect all repeat day
 # Try to save 
 # Observed the day picker window
 # The save button is disabled;;;"
Greeting: Meeting Greeting: The end time can be set less than the start time choosing only one repeat day,QATC-811505,3481814,Bug,Resolved,QATC,Training Center,software,a.golubovich,,,Major,Fixed,,m.foysal,m.foysal,24/Jul/23 6:36 PM,27/Jul/23 1:56 AM,17/Nov/23 8:49 PM,27/Jul/23 1:56 AM,1.0,Voicemail,,0,"*Steps to reproduce:*
 # Open the get personal app
 # Tap on any previously saved greetings
 # Try to set the time from 9:00 pm to 8:00 Pm
 # Select only one Repeat day
 # Try to save 
 # It can be saved 

*Actual Result:* The end time can be set less than the start time when choosing only one repeat day

*Expected Result:* The end time can't be set less than the start time when only one repeat day is chosen

*Additional Information:* The grating can be saved by keeping the start time and end time the same","*OS:* Android, Version 12.0",,,,,,,,Leads and Reporter only,"24/Jul/23 6:35 PM;m.foysal;start time can be less than end time.mp4;https://jira.a1qa.com/secure/attachment/2387881/start+time+can+be+less+than+end+time.mp4","24/Jul/23 6:35 PM;m.foysal;start time can be less than end time.txt;https://jira.a1qa.com/secure/attachment/2387880/start+time+can+be+less+than+end+time.txt",,,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,Functional,,,,,,,,,,,,,,,,,,,,,,"0|idgq9r:",9223372036854775807,,,,,,,2-Major,,,,,,,,,,,,,,,,,,"24/Jul/23 6:52 PM;m.foysal;h4. Greeting: New 2: The end time can be set less than the start time choosing only one repeat day

*Steps to reproduce:*
 # Open the get personal app
 # Tap on New 2
 # Try to set the time from 9:00 pm to 8:00 Pm
 # Select only one Repeat day
 # Try to save 
 # It can be saved ;;;"
Greetings: New Greetings: Discard button is displayed a delete icon instead of a cross icon,QATC-811499,3481799,Bug,Resolved,QATC,Training Center,software,a.golubovich,,,Major,Fixed,,m.foysal,m.foysal,24/Jul/23 6:01 PM,27/Jul/23 4:15 PM,17/Nov/23 8:49 PM,27/Jul/23 1:55 AM,1.0,Voicemail,,0,"*Steps to reproduce:*
 # Open Get Personal app
 # Tap on Create new greeting
 # Tap on the start recording icon
 # Tap on the check button 
 # Observed the Discard button
 # There is a delete icon instead of cross iocn

*Actual Result:* Discard button is displayed a delete icon instead of a cross icon

*Expected Result:* Discard button should be displayed cross icon beside the left side of the text.

*Additional Information:* This issue is the same for the Quick status New status window.","{*}OS{*}: Android, Version 12.0",,,,,,,,Leads and Reporter only,"24/Jul/23 6:01 PM;m.foysal;Discard button.jpg;https://jira.a1qa.com/secure/attachment/2387852/Discard+button.jpg","24/Jul/23 6:01 PM;m.foysal;Discard button.mp4;https://jira.a1qa.com/secure/attachment/2387851/Discard+button.mp4",,,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,GUI,,,,,,,,,,,,,,,,,,,,,,"0|idgq73:",9223372036854775807,,,,,,,4-Minor,,,,,,,,,,,,,,,,,,
Greeting: Get personal: After pausing tap on the record button its started recording from the beginning instead of Pause time,QATC-811498,3481794,Bug,Resolved,QATC,Training Center,software,a.golubovich,,,Major,Fixed,,m.foysal,m.foysal,24/Jul/23 5:52 PM,27/Jul/23 1:54 AM,17/Nov/23 8:49 PM,27/Jul/23 1:54 AM,1.0,Voicemail,,0,"Steps to reproduce:
 # Open the get personal app
 # Tap on Create new greeting
 # Tap on the recording icon
 # Then Tap on the paused button
 # Tap on the recording button
 # Observed the result
 # Recording started from first

*Actual Result:* After pausing tap on the record button its started recording from the beginning instead of Pause time

*Expected Result:* After pausing tap on the record button it should be recording from the paused time

*Additional Information:* This issue is the same for the Quick status paused and the recording button","*OS:* Android, Version 12.0",,,,,,,,Leads and Reporter only,"24/Jul/23 5:51 PM;m.foysal;paused and start beganing.txt;https://jira.a1qa.com/secure/attachment/2387849/paused+and+start+beganing.txt","24/Jul/23 5:51 PM;m.foysal;Pausing its start from first.mp4;https://jira.a1qa.com/secure/attachment/2387848/Pausing+its+start+from+first.mp4",,,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,Functional,,,,,,,,,,,,,,,,,,,,,,"0|idgq5z:",9223372036854775807,,,,,,,2-Major,,,,,,,,,,,,,,,,,,
Greeting: Get personal: Pause button is displayed Stoped instead of Paused when tap on it,QATC-811494,3481782,Bug,Open,QATC,Training Center,software,a.golubovich,,,Major,,,m.foysal,m.foysal,24/Jul/23 5:33 PM,24/Jul/23 5:33 PM,17/Nov/23 8:49 PM,,1.0,Voicemail,,0,"*Steps to reproduce:*
 # Open the Get Personal app
 # Tap on Create New Greeting
 # Tap on the recording icon
 # Tap on the paused button
 # Observed the result
 # Stoped is displayed instead of Paused

*Actual Result:* Pause button is displayed Stoped instead of Paused when tap on it

*Expected Result:* Paused button should be displayed Paused when tapping on it

*Additional Information:* This issue is the same for the Quick status paused button","*OS:* Android, Version 12.0",,,,,,,,Leads and Reporter only,"24/Jul/23 5:33 PM;m.foysal;Paused.jpg;https://jira.a1qa.com/secure/attachment/2387838/Paused.jpg","24/Jul/23 5:33 PM;m.foysal;Paused.mp4;https://jira.a1qa.com/secure/attachment/2387837/Paused.mp4",,,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,GUI,,,,,,,,,,,,,,,,,,,,,,"0|idgq3b:",9223372036854775807,,,,,,,5-Enhancement,,,,,,,,,,,,,,,,,,
Greetings: Ger personal: Recording started without moving the progress bar when tapping on the record icon,QATC-811490,3481772,Bug,Open,QATC,Training Center,software,a.golubovich,,,Major,,,m.foysal,m.foysal,24/Jul/23 5:20 PM,24/Jul/23 5:20 PM,17/Nov/23 8:48 PM,,1.0,Voicemail,,0,"*Steps to reproduce:*
 # Open Ger Personal app
 # Tap on Create new status
 # Tap on the record icon
 # Observed the Progress bar
 # Progress bas is not moving

*Actual Result:* Recording started without moving the progress bar when tapping on the record icon

*Expected Result:* The progress bar should be moving when the recording is started.

*Additional Information:* This issue is the same for the Quick status recording progress bar.

 ","*OS:* Android, Version 12.0",,,,,,,,Leads and Reporter only,"24/Jul/23 5:20 PM;m.foysal;progress bar is moving.jpg;https://jira.a1qa.com/secure/attachment/2387829/progress+bar+is+moving.jpg","24/Jul/23 5:20 PM;m.foysal;progress bar is moving.mp4;https://jira.a1qa.com/secure/attachment/2387828/progress+bar+is+moving.mp4","24/Jul/23 5:20 PM;m.foysal;progress bar.txt;https://jira.a1qa.com/secure/attachment/2387827/progress+bar.txt",,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,Functional,,,,,,,,,,,,,,,,,,,,,,"0|idgq13:",9223372036854775807,,,,,,,2-Major,,,,,,,,,,,,,,,,,,
Greetings: Get personal: Record max time is displayed 9.00 Minuit’s instead of 9.59 Minuit’s,QATC-811487,3481752,Bug,Resolved,QATC,Training Center,software,a.golubovich,,,Major,Fixed,,m.foysal,m.foysal,24/Jul/23 5:01 PM,27/Jul/23 1:54 AM,17/Nov/23 8:48 PM,27/Jul/23 1:54 AM,1.0,Voicemail,,0,"*Steps to reproduce:*
 # Open Get Personal Apps
 # Tab on Create new greeting
 # Observed the window 
 # Recording time is displayed 9.00

*Actual Result:* Record max time is displayed 9.00 Minuit’s instead of 9.59 Minuit’s

*Expected Result:* Recording max time should be 9.59 Minuit's

*Additional Information:* This issue is the same for Quick status recording time.","*OS:* Android, Version 12.0",,,,,,,,Leads and Reporter only,"24/Jul/23 4:53 PM;m.foysal;Record time.jpg;https://jira.a1qa.com/secure/attachment/2387808/Record+time.jpg","24/Jul/23 4:53 PM;m.foysal;recording time.mp4;https://jira.a1qa.com/secure/attachment/2387807/recording+time.mp4","24/Jul/23 4:53 PM;m.foysal;Voicemail_record_v1_1a.jpg;https://jira.a1qa.com/secure/attachment/2387806/Voicemail_record_v1_1a.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,GUI,,,,,,,,,,,,,,,,,,,,,,"0|idgpwn:",9223372036854775807,,,,,,,3-Average,,,,,,,,,,,,,,,,,,
